"ID";"DESCRIPTION";"REACTION";"GPR";"REVERSIBLE";"LOWER.BOUND";"UPPER.BOUND";"OBJECTIVE"
"PMTCOAtx";"fatty acid intracellular transport";"pmtcoa[c] <=> pmtcoa[x] ";"";1;-1000;1000;0
"PPA";"inorganic diphosphatase";"h2o[c] + ppi[c] => h[c] + 2 pi[c] ";"( 5464 ) or ( 64077 )";0;0;1000;0
"PPA2";"inorganic triphosphatase";"h2o[c] + pppi[c] => h[c] + pi[c] + ppi[c] ";"";0;0;1000;0
"PPAm";"inorganic diphosphatase";"h2o[m] + ppi[m] => h[m] + 2 pi[m] ";"( 27068 )";0;0;1000;0
"PPAn";"inorganic diphosphatase, nuclear";"h2o[n] + ppi[n] => h[n] + 2 pi[n] ";"";0;0;1000;0
"PPAP";"phosphatidic acid phosphatase";"h2o[c] + pa_hs[c] => pi[c] + dag_hs[c] ";"( 8612 ) or ( 8611 ) or ( 8613 )";0;0;1000;0
"PPAt";"Propionate transport, diffusion";"ppa[e] => ppa[c] ";"";0;0;1000;0
"PPCOACm";"Propionyl-CoA carboxylase, mitochondrial";"ppcoa[m] + atp[m] + hco3[m] => h[m] + adp[m] + pi[m] + mmcoa_S[m] ";"( 5095 and 5096 )";0;0;1000;0
"PPItr";"Diphosphate transporter, endoplasmic reticulum";"ppi[c] <=> ppi[r] ";"";1;-1000;1000;0
"PPItx";"Diphosphate transporter, peroxisome";"ppi[c] <=> ppi[x] ";"";1;-1000;1000;0
"PPM";"phosphopentomutase";"r1p[c] <=> r5p[c] ";"( 5236 ) or ( 55276 )";1;-1000;1000;0
"PPMI1346Ptn";"diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion)";"ppmi1346p[c] <=> ppmi1346p[n] ";"";1;-1000;1000;0
"PRAGSr";"phosphoribosylglycinamide synthase";"atp[c] + gly[c] + pram[c] <=> adp[c] + h[c] + pi[c] + gar[c] ";"( 2618 )";1;-1000;1000;0
"PRASCS";"phosphoribosylaminoimidazolesuccinocarboxamide synthase";"atp[c] + asp_L[c] + 5aizc[c] <=> adp[c] + h[c] + pi[c] + 25aics[c] ";"( 10606 )";1;-1000;1000;0
"PRDX";"Peroxidase (multiple substrates)";"h2o2[c] + meoh[c] => 2 h2o[c] + fald[c] ";"( 8288 ) or ( 9588 )";0;0;1000;0
"PRFGS";"phosphoribosylformylglycinamidine synthase";"h2o[c] + atp[c] + gln_L[c] + fgam[c] => adp[c] + h[c] + pi[c] + glu_L[c] + fpram[c] ";"( 5198 )";0;0;1000;0
"PRISTANALtx";"pristanal peroxisomal transport";"pristanal[x] <=> pristanal[c] ";"";1;-1000;1000;0
"PRISTtx";"prist peroxisomal transport";"prist[x] <=> prist[c] ";"";1;-1000;1000;0
"PRO1xm";"proline oxidase (NAD), mitochondrial";"nad[m] + pro_L[m] => 2 h[m] + nadh[m] + 1pyr5c[m] ";"( 5625 )";0;0;1000;0
"PROD2";"Proline dehydrogenase";"fad[c] + pro_L[c] => h[c] + fadh2[c] + 1pyr5c[c] ";"( 58510 )";0;0;1000;0
"PRODt2r";"D-proline reversible transport via proton symport";"h[e] + pro_D[e] <=> h[c] + pro_D[c] ";"( 206358 )";1;-1000;1000;0
"PROSTGD2t";"prostaglandin transport via bicarbonate countertransport";"hco3[c] + prostgd2[e] <=> hco3[e] + prostgd2[c] ";"( 6578 )";1;-1000;1000;0
"PROSTGE1t";"prostaglandin transport via bicarbonate countertransport";"hco3[c] + prostge1[e] <=> hco3[e] + prostge1[c] ";"( 6578 )";1;-1000;1000;0
"PROSTGE2t";"prostaglandin transport via bicarbonate countertransport";"hco3[c] + prostge2[e] <=> hco3[e] + prostge2[c] ";"( 28231 ) or ( 6578 ) or ( 28232 ) or ( 6579 )";1;-1000;1000;0
"PROSTGE2t2";"prostaglandin uniport";"prostge2[e] <=> prostge2[c] ";"( 6582 ) or ( 6580 )";1;-1000;1000;0
"PROSTGF2t";"prostaglandin uniport";"prostgf2[e] <=> prostgf2[c] ";"( 6582 ) or ( 6580 )";1;-1000;1000;0
"PROSTGH2t";"Prostaglandin H2 transport";"hco3[c] + prostgh2[e] <=> hco3[e] + prostgh2[c] ";"";1;-1000;1000;0
"PROSTGI2t";"Prostaglandin I2 transport";"hco3[c] + prostgi2[e] <=> hco3[e] + prostgi2[c] ";"";1;-1000;1000;0
"PROt2r";"L-proline reversible transport via proton symport";"h[e] + pro_L[e] <=> h[c] + pro_L[c] ";"( 153201 ) or ( 206358 )";1;-1000;1000;0
"PROt4";"Na+/Proline-L symporter";"na1[e] + pro_L[e] => na1[c] + pro_L[c] ";"( 55089 ) or ( 81539 ) or ( 54407 ) or ( 340024 and 57393 ) or ( 59272 )";0;0;1000;0
"PRPNCOAHYDm";"Propenoyl-CoA hydrolase (m)";"h2o[m] + prpncoa[m] => 3hpcoa[m] ";"( 1892 ) or ( 3030 and 3032 ) or ( 549 ) or ( 1962 )";0;0;1000;0
"PRPPS";"phosphoribosylpyrophosphate synthetase";"atp[c] + r5p[c] <=> h[c] + amp[c] + prpp[c] ";"( 221823 ) or ( 5631 ) or ( 5634 )";1;-1000;1000;0
"PSDm_hs";"Phosphatidylserine decarboxylase";"h[m] + ps_hs[m] => co2[m] + pe_hs[m] ";"( 23761 )";0;0;1000;0
"PSERT";"phosphoserine transaminase";"glu_L[c] + 3php[c] => h[c] + akg[c] + pser_L[c] ";"( 29968 )";0;0;1000;0
"PSFLIP";"phosphatidylserine flippase";"h2o[c] + atp[c] + ps_hs[e] => adp[c] + h[c] + pi[c] + ps_hs[c] ";"( 10396 ) or ( 57194 )";0;0;1000;0
"PSFLIPm";"phosphatidylserine flippase";"h2o[c] + atp[c] + ps_hs[c] => adp[c] + h[c] + pi[c] + ps_hs[m] ";"( 10396 ) or ( 57194 )";0;0;1000;0
"PSP_L";"phosphoserine phosphatase (L-serine)";"h2o[c] + h[c] + pser_L[c] => pi[c] + ser_L[c] ";"( 8781 ) or ( 5723 )";0;0;1000;0
"PSSA1_hs";"Phosphatidylserine synthase homo sapiens";"ser_L[c] + pchol_hs[c] <=> chol[c] + ps_hs[c] ";"( 9791 )";1;-1000;1000;0
"PSSA2_hs";"Phosphatidylserine synthase homo sapiens";"ser_L[c] + pe_hs[c] <=> etha[c] + ps_hs[c] ";"( 81490 )";1;-1000;1000;0
"PSt3";"phosphatidylserine transport";"ps_hs[e] <=> ps_hs[c] ";"";1;-1000;1000;0
"PTHPS";"6-pyruvoyltetrahydropterin synthase";"ahdt[c] => pppi[c] + 6pthp[c] ";"( 5805 )";0;0;1000;0
"PUNP1";"purine-nucleoside phosphorylase (Adenosine)";"pi[c] + adn[c] <=> ade[c] + r1p[c] ";"( 4860 )";1;-1000;1000;0
"PUNP2";"purine-nucleoside phosphorylase (Deoxyadenosine)";"pi[c] + dad_2[c] <=> 2dr1p[c] + ade[c] ";"( 4860 )";1;-1000;1000;0
"PUNP3";"purine-nucleoside phosphorylase (Guanosine)";"pi[c] + gsn[c] <=> gua[c] + r1p[c] ";"( 4860 )";1;-1000;1000;0
"PUNP4";"purine-nucleoside phosphorylase (Deoxyguanosine)";"pi[c] + dgsn[c] <=> 2dr1p[c] + gua[c] ";"( 4860 )";1;-1000;1000;0
"PUNP5";"purine-nucleoside phosphorylase (Inosine)";"pi[c] + ins[c] <=> hxan[c] + r1p[c] ";"( 4860 )";1;-1000;1000;0
"PUNP6";"purine-nucleoside phosphorylase (Deoxyinosine)";"pi[c] + din[c] <=> 2dr1p[c] + hxan[c] ";"( 4860 )";1;-1000;1000;0
"PUNP7";"purine-nucleoside phosphorylase (Xanthosine)";"pi[c] + xtsn[c] <=> xan[c] + r1p[c] ";"( 4860 )";1;-1000;1000;0
"PYK";"pyruvate kinase";"adp[c] + h[c] + pep[c] => atp[c] + pyr[c] ";"( 5315 ) or ( 5313 )";0;0;1000;0
"PYNP2r";"pyrimidine-nucleoside phosphorylase (uracil)";"pi[c] + uri[c] <=> ura[c] + r1p[c] ";"( 7378 ) or ( 151531 )";1;-1000;1000;0
"PYRt2m";"pyruvate mitochondrial transport via proton symport";"h[c] + pyr[c] <=> h[m] + pyr[m] ";"( 6566 )";1;-1000;1000;0
"PYRt2p";"pyruvate peroxisomal transport via proton symport";"h[c] + pyr[c] <=> h[x] + pyr[x] ";"( 6566 ) or ( 9194 )";1;-1000;1000;0
"PYRt2r";"pyruvate reversible transport via proton symport";"h[e] + pyr[e] <=> h[c] + pyr[c] ";"( 9123 ) or ( 9194 ) or ( 6566 )";1;-1000;1000;0
"RAI1";"retinal isomerase (11-cis)";"retinal[c] <=> retinal_11_cis[c] ";"";1;-1000;1000;0
"RAI2";"retinal isomerase (9-cis)";"retinal[c] <=> retinal_cis_9[c] ";"";1;-1000;1000;0
"RBFK";"riboflavin kinase";"atp[c] + ribflv[c] => adp[c] + h[c] + fmn[c] ";"( 55312 )";0;0;1000;0
"RDH1";"retinol dehydrogenase (all-trans)";"nad[c] + retinol[c] <=> h[c] + nadh[c] + retinal[c] ";"( 5959 ) or ( 8608 )";1;-1000;1000;0
"RDH1a";"retinol dehydrogenase (all-trans,NADPH)";"nadp[c] + retinol[c] => h[c] + nadph[c] + retinal[c] ";"( 157506 ) or ( 112724 ) or ( 145226 ) or ( 51109 ) or ( 195814 ) or ( 57665 ) or ( 50700 )";0;0;1000;0
"RDH2";"retinol dehydrogenase (9-cis,NADH)";"nad[c] + retinol_9_cis[c] <=> h[c] + nadh[c] + retinal_cis_9[c] ";"( 5959 )";1;-1000;1000;0
"RDH2a";"retinol dehydrogenase (9-cis,NADPH)";"nadp[c] + retinol_9_cis[c] => h[c] + nadph[c] + retinal_cis_9[c] ";"( 195814 ) or ( 112724 ) or ( 145226 ) or ( 51109 ) or ( 57665 ) or ( 50700 )";0;0;1000;0
"RDH3";"retinol dehydrogenase (11-cis,NADH)";"nad[c] + retinol_cis_11[c] <=> h[c] + nadh[c] + retinal_11_cis[c] ";"( 5959 )";1;-1000;1000;0
"RDH3a";"retinol dehydrogenase (11-cis,NADPH)";"nadp[c] + retinol_cis_11[c] => h[c] + nadph[c] + retinal_11_cis[c] ";"( 112724 ) or ( 145226 ) or ( 51109 ) or ( 57665 ) or ( 195814 )";0;0;1000;0
"RETI1";"retinol isomerase (11-cis)";"retinol[c] <=> retinol_cis_11[c] ";"";1;-1000;1000;0
"RETI2";"retinol isomerase (9-cis)";"retinol[c] <=> retinol_9_cis[c] ";"";1;-1000;1000;0
"RETNGLCt2r";"retinoyl glucuronide efflux (13-cis) from ER";"13_cis_retnglc[r] => 13_cis_retnglc[c] ";"";0;0;1000;0
"RETNt";"retinoic acid transport";"retn[c] <=> retn[e] ";"";1;-1000;1000;0
"RETNtr";"retinoic acid transport in ER";"retn[c] => retn[r] ";"";0;0;1000;0
"RIBt";"ribose transport via diffusion";"rib_D[e] <=> rib_D[c] ";"";1;-1000;1000;0
"RIBt2";"ribose transport in via proton symporter";"h[e] + rib_D[e] => h[c] + rib_D[c] ";"";0;0;1000;0
"RNDR1";"ribonucleoside-diphosphate reductase (ADP)";"adp[c] + trdrd[c] => h2o[c] + dadp[c] + trdox[c] ";"( 6240 and 6241 ) or ( 50484 )";0;0;1000;0
"RNDR2";"ribonucleoside-diphosphate reductase (GDP)";"gdp[c] + trdrd[c] => h2o[c] + dgdp[c] + trdox[c] ";"( 6240 and 6241 ) or ( 50484 )";0;0;1000;0
"RNDR4";"ribonucleoside-diphosphate reductase (UDP)";"udp[c] + trdrd[c] => h2o[c] + dudp[c] + trdox[c] ";"( 6240 and 6241 ) or ( 50484 )";0;0;1000;0
"RPE";"ribulose 5-phosphate 3-epimerase";"ru5p_D[c] <=> xu5p_D[c] ";"( 6120 )";1;-1000;1000;0
"RPI";"ribose-5-phosphate isomerase";"r5p[c] <=> ru5p_D[c] ";"( 22934 )";1;-1000;1000;0
"RTOTALt";"RTOTAL transport";"Rtotal[e] <=> Rtotal[c] ";"";1;-1000;1000;0
"S23T2g";"beta-galactoside alpha-2,3-sialyltransferase (core 2)";"core2[g] + cmpacna[g] => h[g] + cmp[g] + ksii_core2_pre1[g] ";"( 6484 ) or ( 6482 ) or ( 6483 )";0;0;1000;0
"S23T3g";"beta-galactoside alpha-2,3-sialyltransferase (complex N-glycan)";"cmpacna[g] + l2fn2m2masn[g] => h[g] + ksi_pre1[g] + cmp[g] ";"( 6487 )";0;0;1000;0
"S23Tg";"beta-galactoside alpha-2,3-sialyltransferase (T antigen)";"T_antigen[g] + cmpacna[g] => h[g] + cmp[g] + sT_antigen[g] ";"( 6482 )";0;0;1000;0
"S26Tg";"beta-galactoside alpha-2,6-sialyltransferase";"2 cmpacna[g] + l2fn2m2masn[g] => 2 h[g] + 2 cmp[g] + s2l2fn2m2masn[g] ";"( 6480 )";0;0;1000;0
"S2L2FN2M2MASNt";"s2l2fn2m2masn transport, Golgi to extracellular";"s2l2fn2m2masn[g] => s2l2fn2m2masn[e] ";"";0;0;1000;0
"S2L2FN2M2MASNtly";"s2l2fn2m2masn transport, extracellular to lysosome";"s2l2fn2m2masn[e] => s2l2fn2m2masn[l] ";"";0;0;1000;0
"S2L2N2M2MASNtly";"s2l2n2m2masn transport, extracellular to lysosome";"s2l2n2m2masn[e] => s2l2n2m2masn[l] ";"";0;0;1000;0
"S2T1g";"chondroitin 2-sulfotransferase, Golgi";"paps[g] + cs_c_d_e_pre1[g] => h[g] + pap[g] + cs_d_pre2[g] ";"( 10090 )";0;0;1000;0
"S2T2g";"chondroitin 2-sulfotransferase, Golgi";"paps[g] + cs_d_pre5[g] => h[g] + cspg_d[g] + pap[g] ";"( 10090 )";0;0;1000;0
"S2T3g";"uronyl 2-sulfotransferase, Golgi";"paps[g] + cs_b_pre5[g] => h[g] + cspg_b[g] + pap[g] ";"( 10090 )";0;0;1000;0
"S2T4g";"uronyl 2-sulfotransferase, Golgi";"2 paps[g] + hs_pre11[g] => 2 h[g] + 2 pap[g] + hs_pre12[g] ";"( 9653 )";0;0;1000;0
"S2TASE1ly";"iduronate-2-sulfatase, lysosomal";"h2o[l] + hs_deg15[l] => h[l] + so4[l] + hs_deg16[l] ";"( 3423 )";0;0;1000;0
"S2TASE2ly";"iduronate-2-sulfatase, lysosomal";"h2o[l] + hs_deg21[l] => h[l] + so4[l] + hs_deg22[l] ";"( 3423 )";0;0;1000;0
"S2TASE3ly";"iduronate-2-sulfatase, lysosomal";"h2o[l] + cs_b_deg2[l] => h[l] + so4[l] + cs_b_deg3[l] ";"( 3423 )";0;0;1000;0
"S2TASE4ly";"glucuronate-2-sulfatase, lysosomal";"h2o[l] + cs_d_deg2[l] => h[l] + so4[l] + cs_d_deg3[l] ";"";0;0;1000;0
"S3T1g";"heparin-glucosamine 3-O-sulfotransferase";"paps[g] + hs_pre13[g] => h[g] + pap[g] + hs_pre14[g] ";"( 9957 ) or ( 9951 ) or ( 222537 )";0;0;1000;0
"S3T2g";"heparin-glucosamine 3-O-sulfotransferase";"paps[g] + hs_pre14[g] => h[g] + pap[g] + hs_pre15[g] ";"( 9956 ) or ( 9951 ) or ( 222537 )";0;0;1000;0
"S3T3g";"heparin-glucosamine 3-O-sulfotransferase";"paps[g] + hs_pre15[g] => h[g] + pap[g] + hspg[g] ";"( 9951 ) or ( 9955 ) or ( 9953 ) or ( 64711 )";0;0;1000;0
"S4T1g";"chondroitin 4-sulfotransferase, Golgi apparatus";"2 paps[g] + cs_pre[g] => 2 h[g] + 2 pap[g] + cs_a_b_e_pre1[g] ";"( 113189 ) or ( 50515 ) or ( 166012 ) or ( 55501 )";0;0;1000;0
"S4T2g";"chondroitin 4-sulfotransferase, Golgi apparatus";"paps[g] + cs_a_b_pre3[g] => h[g] + cspg_a[g] + pap[g] ";"( 113189 ) or ( 50515 ) or ( 166012 ) or ( 55501 )";0;0;1000;0
"S4T6g";"chondroitin 4-sulfotransferase, Golgi apparatus";"paps[g] + cs_b_pre4[g] => h[g] + pap[g] + cs_b_pre5[g] ";"( 166012 ) or ( 113189 ) or ( 50515 ) or ( 55501 )";0;0;1000;0
"S4TASE2ly";"N-acetylgalactosamine-4-sulfatase, lysosomal";"h2o[l] + cs_a_deg3[l] <=> h[l] + so4[l] + cs_a_deg4[l] ";"( 411 )";1;-1000;1000;0
"S4TASE4ly";"N-acetylgalactosamine-4-sulfatase, lysosomal";"h2o[l] + cs_e[l] <=> h[l] + so4[l] + cs_e_deg1[l] ";"( 411 )";1;-1000;1000;0
"S6T10g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre22[g] + paps[g] => h[g] + ksi_pre23[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T11g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre25[g] + paps[g] => h[g] + ksi_pre26[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T12g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre28[g] + paps[g] => h[g] + ksi_pre29[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T13g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre31[g] + paps[g] => h[g] + ksi_pre32[g] + pap[g] ";"( 4166 ) or ( 10164 ) or ( 23563 ) or ( 9435 )";0;0;1000;0
"S6T14g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre34[g] + paps[g] => h[g] + ksi_pre35[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T15g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre36[g] + paps[g] => h[g] + pap[g] + ksi[g] ";"( 8534 ) or ( 9469 )";0;0;1000;0
"S6T19g";"chondroitin 6-sulfotransferase, Golgi apparatus";"2 paps[g] + cs_pre[g] => 2 h[g] + 2 pap[g] + cs_c_d_e_pre1[g] ";"( 9469 ) or ( 56548 )";0;0;1000;0
"S6T1g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksii_core2_pre5[g] + paps[g] => h[g] + ksii_core2_pre6[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T21g";"chondroitin 6-sulfotransferase, Golgi apparatus";"paps[g] + cs_d_pre4[g] => h[g] + pap[g] + cs_d_pre5[g] ";"( 9469 ) or ( 56548 )";0;0;1000;0
"S6T25g";"heparan sulfate 6-sulfotransferase, Golgi apparatus";"3 paps[g] + hs_pre12[g] => 3 h[g] + 3 pap[g] + hs_pre13[g] ";"( 266722 ) or ( 9394 ) or ( 90161 )";0;0;1000;0
"S6T2g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksii_core2_pre8[g] + paps[g] => h[g] + ksii_core2_pre9[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T3g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksii_core2_pre10[g] + paps[g] => h[g] + pap[g] + ksii_core2[g] ";"( 8534 ) or ( 9469 )";0;0;1000;0
"S6T4g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre4[g] + paps[g] => h[g] + ksi_pre5[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T5g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre7[g] + paps[g] => h[g] + ksi_pre8[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T6g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre10[g] + paps[g] => h[g] + ksi_pre11[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T7g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre13[g] + paps[g] => h[g] + ksi_pre14[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T8g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre16[g] + paps[g] => h[g] + ksi_pre17[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6T9g";"galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus";"ksi_pre19[g] + paps[g] => h[g] + ksi_pre20[g] + pap[g] ";"( 23563 ) or ( 9435 ) or ( 10164 ) or ( 4166 )";0;0;1000;0
"S6TASE10ly";"galactose-6-sulfate sulfatase, lysosomal";"h2o[l] + ksi_deg4[l] <=> h[l] + so4[l] + ksi_deg5[l] ";"( 2588 and 2720 and 4758 and 5476 )";1;-1000;1000;0
"S6TASE11ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg6[l] <=> h[l] + so4[l] + ksi_deg7[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE12ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg9[l] <=> h[l] + so4[l] + ksi_deg10[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE13ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg12[l] <=> h[l] + so4[l] + ksi_deg13[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE14ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg15[l] <=> h[l] + so4[l] + ksi_deg16[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE15ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg18[l] <=> h[l] + so4[l] + ksi_deg19[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE16ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg21[l] <=> h[l] + so4[l] + ksi_deg22[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE17ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg24[l] <=> h[l] + so4[l] + ksi_deg25[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE18ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg27[l] <=> h[l] + so4[l] + ksi_deg28[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE19ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg30[l] <=> h[l] + so4[l] + ksi_deg31[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE20ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg33[l] <=> h[l] + so4[l] + ksi_deg34[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE21ly";"N-acetylglucosamine-6-sulfatase, lysosomal";"h2o[l] + ksi_deg36[l] <=> h[l] + so4[l] + ksi_deg37[l] ";"( 2799 )";1;-1000;1000;0
"S6TASE22ly";"galactose-6-sulfate sulfatase, lysosomal";"h2o[l] + ksii_core2_deg1[l] <=> h[l] + so4[l] + ksii_core2_deg2[l] ";"( 2588 and 2720 and 4758 and 5476 )";1;-1000;1000;0
"S6TASE8ly";"N-acetylgalactosamine-6-sulfatase, lysosomal";"h2o[l] + cs_e_deg1[l] <=> h[l] + so4[l] + cs_e_deg2[l] ";"( 2588 and 2720 and 4758 and 5476 )";1;-1000;1000;0
"SACCD3m";"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial";"h[m] + nadph[m] + akg[m] + lys_L[m] => h2o[m] + nadp[m] + saccrp_L[m] ";"( 10157 )";0;0;1000;0
"SACCD4m";"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial";"h2o[m] + nadp[m] + saccrp_L[m] => h[m] + nadph[m] + glu_L[m] + L2aadp6sa[m] ";"( 10157 )";0;0;1000;0
"SADT";"sulfate adenylyltransferase";"atp[c] + h[c] + so4[c] => ppi[c] + aps[c] ";"( 9060 ) or ( 9061 )";0;0;1000;0
"SARCStm";"Sarcosine transport (mitochondrial)";"sarcs[c] => sarcs[m] ";"";0;0;1000;0
"SARDHm";"Sarcosine dehydrogenase (m)";"fad[m] + sarcs[m] + thf[m] => fadh2[m] + gly[m] + mlthf[m] ";"( 1757 )";0;0;1000;0
"SBTD_D2";"D-sorbitol dehydrogenase (D-fructose producing)";"nad[c] + sbt_D[c] => h[c] + nadh[c] + fru[c] ";"( 6652 )";0;0;1000;0
"SCP22x";"Sterol carrier protein 2";"dmnoncoa[c] <=> dmnoncoa[x] ";"( 6342 )";1;-1000;1000;0
"SCPx";"peroxisomal thiolase 2";"coa[x] + cholcoaone[x] => cholcoa[x] + ppcoa[x] ";"( 6342 )";0;0;1000;0
"SEAHCYSHYD";"Se-Adenosylselenohomocysteine hydrolase";"h2o[c] + seahcys[c] => adn[c] + selhcys[c] ";"( 23382 ) or ( 191 ) or ( 10768 )";0;0;1000;0
"SEAHCYStn";"Se-adenosyl-seleno-L-homocysteine nuclear transport";"seahcys[c] <=> seahcys[n] ";"";1;-1000;1000;0
"SEASMETtn";"Se-adenosyl-seleno-L-methionine nuclear transport";"seasmet[c] <=> seasmet[n] ";"";1;-1000;1000;0
"SELCYSLY";"selenocysteine lyase";"dtt[c] + selcys[c] => h[c] + ala_L[c] + dttOX[c] + seln[c] ";"( 51540 )";0;0;1000;0
"SELCYSLY2";"selenocysteine lyase";"pdx5p[c] + selcys[c] => h[c] + ala_L[c] + pydx5p[c] + seln[c] ";"( 51540 )";0;0;1000;0
"SELCYSTGL";"selanocystathionine g-lyase";"h2o[c] + selcyst[c] => nh4[c] + 2obut[c] + selcys[c] ";"( 1491 )";0;0;1000;0
"SELCYSTS";"selanocystathionine beta-synthase";"ser_L[c] + selhcys[c] => h2o[c] + selcyst[c] ";"( 875 )";0;0;1000;0
"SELMETAT";"selenomethionine adenosyltransferase";"h2o[c] + atp[c] + selmeth[c] => pi[c] + ppi[c] + seasmet[c] ";"( 4143 ) or ( 27430 and 4144 )";0;0;1000;0
"SELNPS";"Selenophosphate synthase";"h2o[c] + atp[c] + seln[c] => pi[c] + amp[c] + selnp[c] ";"( 22929 ) or ( 22928 )";0;0;1000;0
"Ser_Thrtg";"Ser/Thr transport (from golgi to lysosome)";"Ser_Thr[g] <=> Ser_Thr[l] ";"";1;-1000;1000;0
"SERASNNaEx";"L-serine/L-asparagine Na-dependent exchange (Ser-L in)";"na1[e] + asn_L[c] + ser_L[e] => na1[c] + asn_L[e] + ser_L[c] ";"( 6510 )";0;0;1000;0
"SERDGLNexR";"D-Serine/Glutamine reversible exchange";"gln_L[c] + ser_D[e] <=> gln_L[e] + ser_D[c] ";"( 56301 and 6520 )";1;-1000;1000;0
"SERDGLYexR";"D-Serine/Glycine reversible exchange";"gly[c] + ser_D[e] <=> gly[e] + ser_D[c] ";"( 56301 and 6520 )";1;-1000;1000;0
"SERGLNexR";"L-Serine/Glutamine reversible exchange";"gln_L[c] + ser_L[e] <=> gln_L[e] + ser_L[c] ";"( 56301 and 6520 )";1;-1000;1000;0
"SERGLYexR";"L-Serine/Glycine reversible exchange";"gly[c] + ser_L[e] <=> gly[e] + ser_L[c] ";"( 56301 and 6520 )";1;-1000;1000;0
"SERHL";"L-Serine hydro-lyase";"ser_L[c] => h2o[c] + 2amac[c] ";"( 10993 )";0;0;1000;0
