"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"HMR_1934"	"HMR_1934"	"(1) 17alpha,20alpha-dihydroxycholesterol[c] + (4) H[c] + (2) O2[c] + (4) reduced adrenal ferredoxin[c] --> (1) 17alpha-hydroxypregnenolone[c] + (3) H2O[c] + (1) isocaproic-aldehyde[c] + (4) oxidized adrenal ferredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_1935"	"HMR_1935"	"(1) 20-hydroxycholesterol[c] + (2) H[c] + (1) O2[c] + (2) reduced adrenal ferredoxin[c] --> (1) 20alpha,22beta dihydroxycholesterol[c] + (1) H2O[c] + (2) oxidized adrenal ferredoxin[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_1943"	"HMR_1943"	"(1) H[c] + (1) NADPH[c] + (1) O2[c] + (1) pregnenolone[c] --> (1) 7alpha-hydroxypregnenolone[c] + (1) H2O[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7935"	"HMR_7935"	"(1) H[m] + (1) NADPH[m] + (2) O2[m] + (1) cholesterol[m] --> (2) H2O[m] + (1) NADP[m] + (1) isocaproic-aldehyde[m] + (1) pregnenolone[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7940"	"HMR_7940"	"(1) 4-androstene-3,17-dione[r] + (1) H[r] + (1) NADPH[r] + (2) O2[r] --> (2) H2O[r] + (1) NADP[r] + (1) estrone[r] + (1) formate[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7941"	"HMR_7941"	"(1) H[r] + (1) NADPH[r] + (2) O2[r] + (1) testosterone[r] --> (2) H2O[r] + (1) NADP[r] + (1) estradiol-17beta[r] + (1) formate[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7942"	"HMR_7942"	"(1) H[r] + (1) NADPH[r] + (1) cortisone[r] <==> (1) NADP[r] + (1) cortisol[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7955"	"HMR_7955"	"(1) 4-androstene-3,17-dione[r] + (1) H[r] + (1) NADH[r] --> (1) NAD[r] + (1) testosterone[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_7968"	"HMR_7968"	"(1) H[r] + (1) NADH[r] + (1) estrone[r] --> (1) NAD[r] + (1) estradiol-17beta[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_2041"	"HMR_2041"	"(1) H[c] + (1) NADPH[r] + (1) estrone[r] --> (1) NADP[r] + (1) estradiol-17beta[r]"	"irreversible"	"c, r"	"0"	"1000"	"0"	""	"Steroid metabolism"
"HMR_1959"	"HMR_1959"	"(1) 17alpha-hydroxypregnenolone[c] + (1) H[c] + (1) NADPH[c] + (1) O2[c] --> (1) H2O[c] + (1) NADP[c] + (1) acetate[c] + (1) dehydroepiandrosterone[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1960"	"HMR_1960"	"(1) 17alpha-hydroxypregnenolone[r] + (1) H[r] + (1) NADPH[r] + (1) O2[r] <==> (1) H2O[r] + (1) NADP[r] + (1) acetate[r] + (1) dehydroepiandrosterone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1973"	"HMR_1973"	"(1) 4-androstene-3,17-dione[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) testosterone[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1974"	"HMR_1974"	"(1) 4-androstene-3,17-dione[r] + (1) H[r] + (1) NADPH[r] --> (1) NADP[r] + (1) testosterone[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1976"	"HMR_1976"	"(1) H[c] + (1) NADPH[c] + (1) testosterone[c] --> (1) 5-alpha-dihydrotestosterone[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1977"	"HMR_1977"	"(1) H[r] + (1) NADPH[r] + (1) testosterone[r] --> (1) 5-alpha-dihydrotestosterone[r] + (1) NADP[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Androgen metabolism"
"HMR_2015"	"HMR_2015"	"(1) 4-androstene-3,17-dione[r] + (1) H[r] + (1) NADPH[r] <==> (1) 5alpha-androstane-3,17-dione[r] + (1) NADP[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Androgen metabolism"
"HMR_1440"	"HMR_1440"	"(2) H[c] + (1) HMG-CoA[c] + (2) NADPH[c] --> (1) (R)-mevalonate[c] + (1) CoA[c] + (2) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1448"	"HMR_1448"	"(1) (R)-5-diphosphomevalonate[c] + (1) ADP[c] <==> (1) (R)-5-phosphomevalonate[c] + (1) ATP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1454"	"HMR_1454"	"(1) isopentenyl-pPP[c] --> (1) dimethylallyl-PP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1465"	"HMR_1465"	"(1) PPi[c] + (1) presqualene-PP[c] <==> (2) farnesyl-PP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1467"	"HMR_1467"	"(1) H[c] + (1) NADPH[c] + (1) presqualene-PP[c] --> (1) NADP[c] + (1) PPi[c] + (1) squalene[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1470"	"HMR_1470"	"(1) H[c] + (1) NADPH[c] + (1) O2[c] + (1) squalene[c] --> (1) H2O[c] + (1) NADP[c] + (1) squalene 2,3-oxide[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1473"	"HMR_1473"	"(1) squalene 2,3-oxide[c] --> (1) lanosterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1484"	"HMR_1484"	"(1) 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + (1) H[c] + (1) NADPH[c] --> (1) 14-demethyllanosterol[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1495"	"HMR_1495"	"(1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[c] + (1) NADP[c] --> (1) 3-keto-4-methylzymosterol[c] + (1) CO2[c] + (1) H[c] + (1) NADPH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1496"	"HMR_1496"	"(1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[c] + (1) NAD[c] --> (1) 3-keto-4-methylzymosterol[c] + (1) CO2[c] + (1) H[c] + (1) NADH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1500"	"HMR_1500"	"(1) 3-keto-4-methylzymosterol[c] + (3) H[c] + (1) NADP[c] <==> (1) 4alpha-methylzymosterol[c] + (1) NADPH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1505"	"HMR_1505"	"(1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[c] + (1) NADP[c] --> (1) 5alpha-cholesta-8,24-dien-3-one[c] + (1) CO2[c] + (1) H[c] + (1) NADPH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1509"	"HMR_1509"	"(1) 5alpha-cholesta-8,24-dien-3-one[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) zymosterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1512"	"HMR_1512"	"(1) zymosterol[c] --> (1) 5alpha-cholesta-7,24-dien-3beta-ol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1519"	"HMR_1519"	"(1) 7-dehydrodesmosterol[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) desmosterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1526"	"HMR_1526"	"(1) H[c] + (1) NADPH[c] + (1) desmosterol[c] --> (1) NADP[c] + (1) cholesterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 1 (Bloch pathway) "
"HMR_1533"	"HMR_1533"	"(1) 5alpha-cholesta-7,24-dien-3beta-ol[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) lathosterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 2"
"HMR_1565"	"HMR_1565"	"(1) H[c] + (1) NADPH[c] + (1) provitamin D3[c] --> (1) NADP[c] + (1) cholesterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 2"
"HMR_1535"	"HMR_1535"	"(1) H[c] + (1) NADPH[c] + (1) lanosterol[c] --> (1) 24,25-dihydrolanosterol[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1540"	"HMR_1540"	"(1) 4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol[c] + (1) H[c] + (1) NADPH[c] --> (1) 4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1546"	"HMR_1546"	"(1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + (1) NADP[c] --> (1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[c] + (1) CO2[c] + (1) H[c] + (1) NADPH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1547"	"HMR_1547"	"(1) 4alpha-methyl-5alpha-cholesta-8-en-3-one[c] + (1) H[c] + (1) NADPH[c] --> (1) 4alpha-methyl-cholesta-8-enol[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1551"	"HMR_1551"	"(1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[c] + (1) NADP[c] --> (1) 5alpha-cholesta-8-en-3-one[c] + (1) CO2[c] + (1) H[c] + (1) NADPH[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1552"	"HMR_1552"	"(1) 5alpha-cholesta-8-en-3-one[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) cholestenol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1553"	"HMR_1553"	"(1) cholestenol[c] --> (1) lathosterol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol biosynthesis 3  (Kandustch-Russell pathway)"
"HMR_1437"	"HMR_1437"	"(1) H2O[c] + (1) acetoacetyl-CoA[c] + (1) acetyl-CoA[c] --> (1) CoA[c] + (1) HMG-CoA[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1451"	"HMR_1451"	"(1) (R)-5-diphosphomevalonate[c] + (1) ATP[c] --> (1) ADP[c] + (1) CO2[c] + (1) Pi[c] + (1) isopentenyl-pPP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1457"	"HMR_1457"	"(1) dimethylallyl-PP[c] + (1) isopentenyl-pPP[c] --> (1) PPi[c] + (1) geranyl-PP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1460"	"HMR_1460"	"(1) geranyl-PP[c] + (1) isopentenyl-pPP[c] --> (1) PPi[c] + (1) farnesyl-PP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1531"	"HMR_1531"	"(1) H[c] + (1) NADH[c] + (1) O2[c] + (1) provitamin D3[c] --> (1) 27alpha-hydroxy-7-dehydrocholesterol[c] + (1) H2O[c] + (1) NAD[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1570"	"HMR_1570"	"(1) H[c] + (1) NADPH[c] + (1) zymosterol[c] --> (1) NADP[c] + (1) cholestenol[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1576"	"HMR_1576"	"(1) ATP[m] + (1) CoA[m] + (1) acetoacetate[m] --> (1) AMP[m] + (1) PPi[m] + (1) acetoacetyl-CoA[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_1577"	"HMR_1577"	"(1) HMG-CoA[m] --> (1) acetoacetate[m] + (1) acetyl-CoA[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_3105"	"HMR_3105"	"(1) CoA[p] + (1) acetoacetyl-CoA[p] <==> (2) acetyl-CoA[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_4630"	"HMR_4630"	"(2) H[p] + (1) HMG-CoA[p] + (2) NADPH[p] --> (1) (R)-mevalonate[p] + (1) CoA[p] + (2) NADP[p]"	"irreversible"	"p"	"0"	"1000"	"0"	""	"Cholesterol metabolism"
"HMR_2029"	"HMR_2029"	"(2) H[c] + (1) O2[c] + (1) testosterone[c] --> (1) 19-hydroxytestosterone[c] + (1) H2O[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2030"	"HMR_2030"	"(1) 19-hydroxytestosterone[c] + (2) H[c] + (1) O2[c] --> (1) 19-oxo-testosterone[c] + (2) H2O[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2031"	"HMR_2031"	"(1) 19-oxo-testosterone[c] + (2) H[c] + (1) O2[c] --> (1) H2O[c] + (1) estradiol-17beta[c] + (1) formate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2032"	"HMR_2032"	"(1) 4-androstene-3,17-dione[c] + (2) H[c] + (1) O2[c] --> (1) 19-hydroxyandrostenedione[c] + (1) H2O[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2033"	"HMR_2033"	"(1) 19-hydroxyandrostenedione[c] + (2) H[c] + (1) O2[c] --> (1) 19-oxoandrostenedione[c] + (2) H2O[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2034"	"HMR_2034"	"(1) 19-oxoandrostenedione[c] + (2) H[c] + (1) O2[c] --> (1) H2O[c] + (1) estrone[c] + (1) formate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2036"	"HMR_2036"	"(1) H[c] + (1) NADPH[c] + (1) estrone[c] --> (1) NADP[c] + (1) estradiol-17beta[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2042"	"HMR_2042"	"(1) H[c] + (1) NADPH[c] + (1) O2[c] + (1) estradiol-17beta[c] --> (1) 2-hydroxyestradiol-17beta[c] + (1) H2O[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2043"	"HMR_2043"	"(1) H[r] + (1) NADPH[r] + (1) O2[r] + (1) estradiol-17beta[r] --> (1) 2-hydroxyestradiol-17beta[r] + (1) H2O[r] + (1) NADP[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2044"	"HMR_2044"	"(1) 2-hydroxy-3-methoxy-17beta-estradiol[c] + (1) SAH[c] <==> (1) 2-hydroxyestradiol-17beta[c] + (1) SAM[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2045"	"HMR_2045"	"(1) 2-hydroxyestradiol-17beta[c] + (1) SAM[c] <==> (1) 2-methoxyestradiol-17beta[c] + (1) SAH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2048"	"HMR_2048"	"(1) 4-hydroxy-17beta-estradiol[c] + (1) SAM[c] <==> (1) 4-methoxy-17beta-estradiol[c] + (1) SAH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2052"	"HMR_2052"	"(1) 4-hydroxyestrone[c] + (1) SAM[c] <==> (1) 4-methoxyestrone[c] + (1) SAH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2053"	"HMR_2053"	"(1) H[c] + (1) NADPH[c] + (1) O2[c] + (1) estrone[c] --> (1) 16alpha-hydroxyestrone[c] + (1) H2O[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2054"	"HMR_2054"	"(1) H[r] + (1) NADPH[r] + (1) O2[r] + (1) estrone[r] --> (1) 16alpha-hydroxyestrone[r] + (1) H2O[r] + (1) NADP[r]"	"irreversible"	"r"	"0"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2058"	"HMR_2058"	"(1) 2-hydroxyestrone[c] + (1) SAM[c] <==> (1) 2-methoxyestrone[c] + (1) SAH[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2059"	"HMR_2059"	"(1) 2-hydroxyestrone[r] + (1) SAM[r] <==> (1) 2-methoxyestrone[r] + (1) SAH[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2060"	"HMR_2060"	"(1) 2-hydroxy-3-methoxyestrone[c] + (1) SAH[c] <==> (1) 2-hydroxyestrone[c] + (1) SAM[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2061"	"HMR_2061"	"(1) 2-hydroxyestrone[c] + (1) H2O2[c] <==> (2) H[c] + (1) H2O[c] + (1) estrone-2,3-semiquinone[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2062"	"HMR_2062"	"(1) 2-hydroxyestrone[l] + (1) H2O2[l] <==> (2) H[l] + (1) H2O[l] + (1) estrone-2,3-semiquinone[l]"	"reversible"	"l"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2063"	"HMR_2063"	"(1) 2-hydroxyestrone[r] + (1) H2O2[r] <==> (2) H[r] + (1) H2O[r] + (1) estrone-2,3-semiquinone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2068"	"HMR_2068"	"(1) 2-hydroxyestrone-1-S-glutathione[c] <==> (1) GSH[c] + (1) estrone-2,3-quinone[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2069"	"HMR_2069"	"(1) 2-hydroxyestrone-1-S-glutathione[m] <==> (1) GSH[m] + (1) estrone-2,3-quinone[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2070"	"HMR_2070"	"(1) 2-hydroxyestrone-1-S-glutathione[r] <==> (1) GSH[r] + (1) estrone-2,3-quinone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2071"	"HMR_2071"	"(1) 2-hydroxyestrone-1-S-glutathione[p] <==> (1) GSH[p] + (1) estrone-2,3-quinone[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2072"	"HMR_2072"	"(1) 2-hydroxyestrone-4-S-glutathione[c] <==> (1) GSH[c] + (1) estrone-2,3-quinone[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2073"	"HMR_2073"	"(1) 2-hydroxyestrone-4-S-glutathione[m] <==> (1) GSH[m] + (1) estrone-2,3-quinone[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2074"	"HMR_2074"	"(1) 2-hydroxyestrone-4-S-glutathione[r] <==> (1) GSH[r] + (1) estrone-2,3-quinone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2075"	"HMR_2075"	"(1) 2-hydroxyestrone-4-S-glutathione[p] <==> (1) GSH[p] + (1) estrone-2,3-quinone[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2076"	"HMR_2076"	"(1) 4-hydroxyestrone[c] + (1) H2O2[c] <==> (2) H[c] + (1) H2O[c] + (1) estrone-3,4-semiquinone[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2077"	"HMR_2077"	"(1) 4-hydroxyestrone[l] + (1) H2O2[l] <==> (2) H[l] + (1) H2O[l] + (1) estrone-3,4-semiquinone[l]"	"reversible"	"l"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2078"	"HMR_2078"	"(1) 4-hydroxyestrone[r] + (1) H2O2[r] <==> (2) H[r] + (1) H2O[r] + (1) estrone-3,4-semiquinone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2083"	"HMR_2083"	"(1) 4-hydroxyestrone-2-S-glutathione[c] <==> (1) GSH[c] + (1) estrone-3,4-quinone[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2084"	"HMR_2084"	"(1) 4-hydroxyestrone-2-S-glutathione[m] <==> (1) GSH[m] + (1) estrone-3,4-quinone[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2085"	"HMR_2085"	"(1) 4-hydroxyestrone-2-S-glutathione[r] <==> (1) GSH[r] + (1) estrone-3,4-quinone[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2086"	"HMR_2086"	"(1) 4-hydroxyestrone-2-S-glutathione[p] <==> (1) GSH[p] + (1) estrone-3,4-quinone[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2088"	"HMR_2088"	"(1) 17beta-estradiol-3,4-semiquinone[c] + (2) H2O[c] <==> (1) 4-hydroxy-17beta-estradiol[c] + (1) H2O2[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2089"	"HMR_2089"	"(1) 17beta-estradiol-3,4-semiquinone[l] + (2) H2O[l] <==> (1) 4-hydroxy-17beta-estradiol[l] + (1) H2O2[l]"	"reversible"	"l"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2095"	"HMR_2095"	"(1) 17beta-estradiol-3,4-quinone[c] + (1) GSH[c] <==> (1) 4-hydroxy-17beta-estradiol-2-S-glutathione[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2096"	"HMR_2096"	"(1) 17beta-estradiol-3,4-quinone[m] + (1) GSH[m] <==> (1) 4-hydroxy-17beta-estradiol-2-S-glutathione[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2097"	"HMR_2097"	"(1) 17beta-estradiol-3,4-quinone[r] + (1) GSH[r] <==> (1) 4-hydroxy-17beta-estradiol-2-S-glutathione[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2098"	"HMR_2098"	"(1) 17beta-estradiol-3,4-quinone[p] + (1) GSH[p] <==> (1) 4-hydroxy-17beta-estradiol-2-S-glutathione[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2099"	"HMR_2099"	"(1) 17beta-estradiol-2,3-semiquinone[c] + (2) H[c] + (1) H2O[c] <==> (1) 2-hydroxyestradiol-17beta[c] + (1) H2O2[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2100"	"HMR_2100"	"(1) 17beta-estradiol-2,3-semiquinone[l] + (2) H[l] + (1) H2O[l] <==> (1) 2-hydroxyestradiol-17beta[l] + (1) H2O2[l]"	"reversible"	"l"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2106"	"HMR_2106"	"(1) 17beta-estradiol-2,3-quinone[c] + (1) GSH[c] <==> (1) 2-hydroxy-17beta-estradiol-4-S-glutathione[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2107"	"HMR_2107"	"(1) 17beta-estradiol-2,3-quinone[m] + (1) GSH[m] <==> (1) 2-hydroxy-17beta-estradiol-4-S-glutathione[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2108"	"HMR_2108"	"(1) 17beta-estradiol-2,3-quinone[r] + (1) GSH[r] <==> (1) 2-hydroxy-17beta-estradiol-4-S-glutathione[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2109"	"HMR_2109"	"(1) 17beta-estradiol-2,3-quinone[p] + (1) GSH[p] <==> (1) 2-hydroxy-17beta-estradiol-4-S-glutathione[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2110"	"HMR_2110"	"(1) 17beta-estradiol-2,3-quinone[c] + (1) GSH[c] <==> (1) 2-hydroxy-17beta-estradiol-1-S-glutathione[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2111"	"HMR_2111"	"(1) 17beta-estradiol-2,3-quinone[m] + (1) GSH[m] <==> (1) 2-hydroxy-17beta-estradiol-1-S-glutathione[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2112"	"HMR_2112"	"(1) 17beta-estradiol-2,3-quinone[r] + (1) GSH[r] <==> (1) 2-hydroxy-17beta-estradiol-1-S-glutathione[r]"	"reversible"	"r"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_2113"	"HMR_2113"	"(1) 17beta-estradiol-2,3-quinone[p] + (1) GSH[p] <==> (1) 2-hydroxy-17beta-estradiol-1-S-glutathione[p]"	"reversible"	"p"	"-1000"	"1000"	"0"	""	"Estrogen metabolism"
"HMR_3538"	"HMR_3538"	"(1) H2O[l] + (1) cholesterol-ester-laur[l] --> (1) cholesterol[l] + (1) lauric acid[l]"	"irreversible"	"l"	"0"	"1000"	"0"	""	"Formation and hydrolysis of cholesterol esters"
